Id,Name,Email,Age,Address,Phone,MonthlyIncome,EmploymentStatus,EmploymentDuration,NumberOfDependents,MaritalStatus,EducationalBackground,HomeOwnershipStatus,Nationality,Dob,Sex,IdNumber,DocumentNo,Height,PlaceOfIssurance,Tin,BankName,AccountHolder,AccountNumber,Network,MobileNumber,LoanAmount,LoanStatus,LoanTerm,LoanPurpose,NumberofPreviousLoans,NumberOfRepaidLoans,NumberOfDefaultedLoans,NumberOfLatePayments,AverageLoanAmount,TotalAmountOwed,AverageInterestRateOfPreviousLoans,TimeSinceLastLoan
44,Robert John,Robert John@test.com,8,Legon,2635838721,3500,true,18,31,false,SotELMPZhbIcKkTGfSNMGeBfo,true,Ghanaian,LxBHDYLyGPkQQfoJxGxNnCtUu,Female,GHA4871078570,8097918,5,East Legon,2192604904,Stanbic Bank,Robert John,7100461313311541003,Vodafone,4296817810,6000,false,14,LQpAIKUFjKEeFEGtaPUedUKVW,36,63,61,43,3000,1500,40.404087,12
51,Kenneth Michael,Kenneth Michael@test.com,7,Kasoa,7690024324,1000,true,50,25,true,iHWmZrscrcaIupPVEVWdLRwJv,false,Nigerian,omFJbionxmLgAQkPQsVabvQSx,Male,GHA8187345176,9952823,37,Tema,5095646880,Fidelity Bank,Kenneth Michael,81207932137978313,Vodafone,6371174482,10000,false,70,QvHYwqvFLxIhduCWIZAfCyoEF,78,42,53,64,9500,6000,66.626518,40
90,Paul William,Paul William@test.com,58,Tema,9152956356,5500,true,39,93,false,CvqMFEWXNRVvkDFqoQwauIXre,true,Nigerian,ycainLqIyGSyGpHwJFEoWKvGX,Male,GHA5218236366,5197597,94,East Legon,6832891306,Stanbic Bank,Paul William,2130410313713325213,Vodafone,3146296432,900,false,3,vsxPqXPWlFVBLEtohYbUTbGQm,86,69,34,36,3000,2000,1.871092,73
47,Kenneth Mark,Kenneth Mark@test.com,88,East Legon,6206097491,6000,true,23,92,false,WfrAsPuyJeOuvXKQOaakuebqJ,true,Ghanaian,CYIcPUWtcnjxQScVryjChyYiJ,Female,GHA8796891943,6192462,51,Legon,4753960149,Stanbic Bank,Kenneth Mark,34912121084720632,Mtn,6989494340,2000,false,32,fvSwDJvZSEHgmmcduhViGfBIQ,94,29,68,56,1000,5000,72.831482,31
70,Robert Patricia,Robert Patricia@test.com,61,Kasoa,7482738131,2500,false,31,39,false,drccLdYoFNaTwkdeDVjtUXJYD,true,Ghanaian,AGJvoTPgQVpRwjulmtwYeoQjL,Female,GHA8885113677,9364347,75,Kasoa,8654461191,Standard Chartered,Robert Patricia,1112360654111013412,AT,8443370576,7500,true,92,opskKvapcAIkQIfHmxJCKGTPZ,78,62,87,80,2500,1000,4.300445,1
41,Donald Andrew,Donald Andrew@test.com,44,Legon,8552833815,5000,true,90,51,true,QvaEMsPcLbskAfXuWKjnRFYHb,true,Nigerian,bKOjiSKPByawUDXFMjunOcose,Male,GHA1599451279,5377902,62,Kasoa,2037992693,ABSA,Donald Andrew,1214121271311159136,AT,6464392565,7000,false,82,FpbWlPXDACpjINturbZGXewxl,26,52,29,54,3500,6500,51.923412,47
44,Barbara Mary,Barbara Mary@test.com,13,Weija,2036475757,10000,false,86,18,false,jIogFTClchCJvHbmTFjIqXrTC,true,Nigerian,xWcfFlmOiNdXnOXQPsLRQmeFf,Male,GHA1618321025,0376256,35,Legon,8109886013,Stanbic Bank,Barbara Mary,101224311161207515,AT,8528881012,750,true,99,UKEILjjitxfjCiTJmkvaMFLMK,31,41,65,56,900,10000,92.068344,74
28,Paul Kenneth,Paul Kenneth@test.com,65,East Legon,0176554377,900,true,73,92,true,YmbPRdujSIoLnTLsDgITLLTYB,false,Nigerian,PBTspvSpyTaTHACdeIRsPCKie,Female,GHA1341388190,3485022,99,Weija,4939140386,Fidelity Bank,Paul Kenneth,55863319976456,Mtn,0875547477,2500,true,60,pXeHuYFAgeEfkKuyYwpqsYjaY,68,83,19,55,5000,4500,24.226780,81
71,Matthew Kenneth,Matthew Kenneth@test.com,66,East Legon,1964391447,9500,true,91,62,true,mvhiqTDBefcKVbwkRFaNCRQFI,false,Ghanaian,wkZCQwkDKpOchifVhDXUtEgkJ,Female,GHA4345107347,3305658,25,East Legon,6387218836,ABSA,Matthew Kenneth,4113177010841112912,Vodafone,8634250539,4000,false,24,OLoVSJktpQePxKudnCwjPqOWQ,89,71,61,30,8500,8500,27.267195,64
76,Paul David,Paul David@test.com,76,East Legon,4589456930,10000,false,98,6,false,MhltRDXgGIWncsXBosWaULJCw,true,Ghanaian,nHRuwVrOxSiGRqpwNMdUnttyi,Female,GHA8594008333,1140469,39,Weija,3786193591,EcoBank,Paul David,803121384101256725,AT,3971355385,9000,false,50,ydwijTwZhNlhxjnVGVmrtplpH,35,34,78,92,8500,3000,31.697126,13
29,Linda Mark,Linda Mark@test.com,63,Tema,8179003218,6500,true,23,9,true,gucipBMhNNmCepaTnDKLvsbdm,true,Ghanaian,rRmNsoBFNiaIXbdFmMEDRZafV,Female,GHA4163781131,2162362,0,East Legon,4844987547,Stanbic Bank,Linda Mark,1228710757712110512,AT,9260215879,5500,false,87,SRuJxviPRaxgNfGwqRCPvrGvj,87,23,83,49,6500,3000,25.971050,79
98,Barbara Mary,Barbara Mary@test.com,45,Weija,5528539192,4000,false,70,87,false,SwBaAsWYNXCEkiwcGtuJKPTku,true,Nigerian,uqpGLruVOpROdnqOHJcFtZdlJ,Female,GHA3693107777,9190094,90,Kasoa,4681525836,ABSA,Barbara Mary,213975111351251270,AT,8821076539,10000,false,43,FVJjWKpOVpLvbHgpvRZjRdbqi,24,81,93,93,9500,7000,61.658401,11
2,Richard Charles,Richard Charles@test.com,31,Kasoa,6578728766,6000,true,3,9,true,TtQDrseygAboNOMLeeftoFowk,true,Ghanaian,WgysvwtQBjeSgNYOBSnUOKbZB,Female,GHA6999073709,9928179,32,Kasoa,0957948138,EcoBank,Richard Charles,1013412101174121110913,AT,0289311404,9500,false,22,aifjDZsShGJkPCJICFbERDdqc,71,37,44,40,1000,8500,16.213860,26
88,Kenneth Jennifer,Kenneth Jennifer@test.com,73,Tema,0823574387,2000,false,17,69,true,uVMoMgoMSxFQFLRWDxDFSDMia,false,Ghanaian,SqZCefGAExlRlpLDBqrOJyuPA,Female,GHA4450045745,2722064,52,Weija,0596699071,ABSA,Kenneth Jennifer,104154401121210114,Vodafone,9853130868,2500,true,58,sRCfpKgwXvOvvdTnrQMAUaCpg,46,31,90,17,1500,2000,91.977684,46
98,Steven Andrew,Steven Andrew@test.com,1,Kasoa,1982054024,8500,false,88,78,true,GhJqeLVlBIYaXubJgWrSqnVmJ,false,Nigerian,eoaaWnIrRHnBdHffZaqabRLpT,Female,GHA7320465439,4746366,7,East Legon,1475079000,Fidelity Bank,Steven Andrew,1248107630936840,Mtn,8470751550,7000,false,4,nuXYxEdcoidqsYCrDKAlyMcfB,3,82,67,3,5000,900,98.225380,29
34,Matthew Mark,Matthew Mark@test.com,44,Legon,9092278470,900,false,47,16,true,gZfxfwGeISOClwaIqCDPQamCK,true,Ghanaian,xaJklfLNRGGrjIcbaAjREkWqy,Male,GHA7450710430,7120245,42,Weija,3187548461,Fidelity Bank,Matthew Mark,212713119231138228,AT,1437847623,7000,true,85,yKPePSNYVlNUZDhklVZNCvXwA,75,78,68,86,6500,750,13.904152,88
2,Christopher James,Christopher James@test.com,99,Legon,5303057105,2500,false,73,78,false,IYZYiIaVJfUyjtOuZucaSLxgx,true,Nigerian,yncbsJuxTGukuDjHAeuZDXftT,Male,GHA0208723115,6894456,16,Kasoa,2651320803,EcoBank,Christopher James,27112133212100986,Mtn,4325865148,5500,true,84,iESIqBfikajmrCJIXYISGuMoJ,58,16,96,19,750,10000,64.254906,88
92,Joseph Susan,Joseph Susan@test.com,26,Weija,4165804908,9500,true,16,35,true,aNESgFTXqJDDZCRrCXbOJOIbk,true,Nigerian,LXsylgtyqpStIMVkTBMtHopZY,Female,GHA5189453253,6731555,66,Kasoa,4919119260,Fidelity Bank,Joseph Susan,6819112512213412713,AT,1122644578,8000,false,97,UIvbffYUcNyRATIvsKWaATyGJ,41,76,40,53,10000,7500,59.869389,71
75,Michael David,Michael David@test.com,88,Tema,8962130707,5500,true,30,23,true,AYTTMFQoHJNepEYYxCRKBabBA,true,Ghanaian,lUbcfVgMJtYXftinWkCFJdiLL,Male,GHA3420221145,1333534,99,Tema,5848066263,Fidelity Bank,Michael David,271065913121110411,AT,6571664420,5000,false,37,ktgSqIQrAaQHgYmsJlkuOxFIV,71,0,33,82,9500,10000,27.532934,84
25,Mark Matthew,Mark Matthew@test.com,9,Weija,7885895973,4500,true,91,70,true,SsUaCZhMNjexPNEsUVxDAPvRg,false,Ghanaian,oPsZbPrZGPcXEKljHAaLOvrRh,Male,GHA2129445495,5451606,17,East Legon,7405214926,Fidelity Bank,Mark Matthew,854261121010601128,Mtn,8781254850,750,true,87,pJDRwxPFbKwJxjPcCdnQNPqgV,94,26,74,4,8500,7500,25.970715,35
91,Christopher Mark,Christopher Mark@test.com,64,Legon,6211061361,900,true,65,2,true,gYpawTvBtKywhaJvkvcVDxLlI,true,Nigerian,odAJQKUuWmELUAqGVFyBGcckE,Female,GHA4856785933,6262170,77,Legon,2776333534,Standard Chartered,Christopher Mark,84111665121812693,Mtn,1149239678,7500,true,34,eqbEIXpFIsxXHoIIOZkSoXqVj,56,7,67,4,9500,9500,55.555637,20
38,Anthony Paul,Anthony Paul@test.com,52,Kasoa,4043718930,7500,true,18,67,false,HLjsHHdhHvVLUXYpwmBDVHjYG,true,Nigerian,YXJjQGWMFuoMAYnLTUYirvSSB,Female,GHA2933399360,3426240,82,Tema,8416457215,EcoBank,Anthony Paul,3114439821210131121,Mtn,1120553815,2500,false,60,XELUiNmLvYXPVYfPnxnEAZHuR,38,36,38,30,2500,5500,11.246589,44
36,Andrew Mary,Andrew Mary@test.com,70,Tema,1341415794,2000,false,20,43,true,puShfXDYoueJPUNuseJQkQepj,false,Ghanaian,DIYwmhbmYwYHaJKunnyfXoSmu,Male,GHA9114621716,9758096,14,Tema,2167415252,EcoBank,Andrew Mary,2013111351211340549,Mtn,6947584965,1000,false,69,khJWtpXIgAsKFadnwPMykUZka,93,90,11,23,6000,750,47.996433,40
11,Robert Daniel,Robert Daniel@test.com,52,Legon,6483245379,9500,false,78,84,false,hOMAbNVLgugSCesedxZPRsxXf,false,Ghanaian,iPhVdcTgsMFkTReafAkTeGGXI,Male,GHA3009025363,1321378,27,Kasoa,4599975733,Stanbic Bank,Robert Daniel,1119341213431109511,Mtn,9899934446,8500,false,88,KTSFmHSwgQCjHmnWtRSmPwaVy,28,40,32,2,2500,10000,17.743582,27
53,Paul Charles,Paul Charles@test.com,80,Tema,2513630184,900,true,75,84,true,whdwHKvOcJUjMZJTVuQcMnYdk,true,Ghanaian,kpuUxMGOblnMElgryQLPrlJtM,Female,GHA5773939757,3242629,86,Legon,4375597404,Fidelity Bank,Paul Charles,12634751046624210,AT,6572857603,4500,false,6,qTmjmeXpsjmdEqxBAxMbQJdYg,47,31,52,19,750,900,28.230108,89
58,Robert Daniel,Robert Daniel@test.com,28,Weija,8461272695,4000,false,92,4,true,JjVlZGoujvsIAqQmDKIgFalHK,false,Nigerian,vGXtbyZgpLmHfoFsmWTcnkKtr,Male,GHA9958782773,5127232,97,Kasoa,3063660242,Standard Chartered,Robert Daniel,101110651112132515,AT,4934833751,6000,false,42,dwFFOxYWWNXFCwUNUfhaQxGkv,43,34,1,79,900,8500,60.007195,89
81,William David,William David@test.com,76,Weija,4810088817,1500,true,77,70,false,wbEjsHHtCtBAPfYcqHNMVGMhf,true,Ghanaian,bwuKWWoOXRxGIIIuhHAKJWhAX,Male,GHA9213032260,8717216,41,Weija,2184764467,Stanbic Bank,William David,72947102812108812,AT,9226198624,6000,true,71,QZCPOUGXuFMEgAonPjFjvTtWD,40,34,82,15,3000,1000,6.636642,38
81,Donald Jennifer,Donald Jennifer@test.com,13,Kasoa,2630006421,1500,true,35,30,true,fYoyuvXWYviYKogNlbJJZPVuA,true,Ghanaian,JjFZGtfLpNxbJteDubjpObhPG,Female,GHA6300680568,0492549,60,Weija,7317311298,Standard Chartered,Donald Jennifer,32482133113134088,AT,5879155289,750,true,4,OnUCHairPcMywnxUECYHWZYWP,64,25,35,5,6000,9000,9.907129,78
39,Patricia David,Patricia David@test.com,66,Tema,0888649358,7000,false,52,43,false,VwWbuylWYVAJuCSGWRnaOtarP,true,Ghanaian,OprQWSDtcXSTIHFlwFMLunftK,Female,GHA6518869115,8889486,28,Tema,4728127869,ABSA,Patricia David,25011611357181318,Vodafone,1541839830,2000,false,16,OLBFkKOTktvYuvqULgQRFFSwg,85,66,76,9,750,8000,96.886841,5
52,Donald John,Donald John@test.com,81,Tema,1009691187,4000,false,58,92,true,PLFAqpWlmydbVARfObgwGiRqN,true,Ghanaian,WRCsVCiknqodDSuSEmAfdOnfR,Male,GHA3983764903,4817779,76,East Legon,6436692924,Fidelity Bank,Donald John,889101213813938390,AT,2035619755,5500,false,47,qxuQgekkyYbsYMfBedUPKbYTd,0,61,41,12,9000,10000,70.082588,49
24,Michael Kenneth,Michael Kenneth@test.com,94,Kasoa,8583588344,1000,true,52,34,false,lblXjqPSTuGqZweCAAhuyLWky,true,Ghanaian,VYLUySOPrwAaYVThlfUYhMQVd,Female,GHA2435323424,7312727,47,Tema,0182777856,Standard Chartered,Michael Kenneth,1351310238103604,Vodafone,0946566225,3500,true,66,AhcGpJWZRGGVSpdEKAiVAhsHx,51,50,98,42,2000,750,31.931805,21
36,Richard Kenneth,Richard Kenneth@test.com,11,Weija,2249933556,8000,true,85,74,false,KrkySMnrZwwtudpFafbHyFarQ,false,Ghanaian,TpxDCdAlVyfNfPIJOuwxygnSj,Female,GHA8519795789,3579572,98,Weija,9244789854,Fidelity Bank,Richard Kenneth,61210138411013213247,Vodafone,0390171979,4000,true,95,SvOFHevXCMWTdaFDZOVptoukx,22,16,14,74,6500,10000,49.335175,19
45,Barbara Susan,Barbara Susan@test.com,19,Legon,5350284088,7500,false,52,47,false,NeuZtRJUWMYTQGqwEEGDbmNbh,true,Ghanaian,ZNJyKVuEJOxFgYEsVhrrVfTtm,Male,GHA9057368188,8428221,47,Legon,6578519390,EcoBank,Barbara Susan,1813131213118696209,Mtn,0558443921,7000,true,61,xLmmmigoQOxlHPFCysjWTcOGI,3,3,38,69,3000,5500,46.805561,19
22,Matthew Steven,Matthew Steven@test.com,77,Legon,7970910497,4500,false,42,4,false,knaytSpfGFWuFFWxThpaGlLcs,true,Ghanaian,hHHnunrySGtfhEWsbBeItujsv,Female,GHA6493220468,4645427,36,Legon,8071707156,ABSA,Matthew Steven,312360131191373760,AT,9820170126,900,true,68,mIGtrfZhYGcncDuRDTTsYoLLt,37,82,75,91,7000,3500,72.029610,91
98,William William,William William@test.com,25,East Legon,0518428462,1000,true,31,6,false,FZkqoKapXtpFQHZaCsaOiouyY,true,Nigerian,tNBwLXQkkftHCMZVvOJYZWiqd,Female,GHA5733757910,9634455,61,East Legon,1804488195,ABSA,William William,129122234112115031,AT,1758740748,5000,false,49,MKXRPPYsBkcrplqtErlHpxBbw,52,33,63,12,8500,1500,0.420059,62
1,Susan Steven,Susan Steven@test.com,36,Legon,2816712158,4000,false,25,59,false,GgLNtMJUYuXlbMrtFPhYkigkm,true,Nigerian,tUwALorJuZERUNrwfTjthWmGv,Female,GHA7147919771,9506904,16,Tema,9693337928,Stanbic Bank,Susan Steven,13861012413831215411,AT,8712908013,5000,false,13,GSGgWboRGguegZvaiZvbgDyKY,76,22,39,29,7500,4500,54.414356,70
61,Michael Daniel,Michael Daniel@test.com,3,Kasoa,4307979879,5000,true,48,36,false,vZTMFRODiaYeeEIbPIstPDGio,true,Nigerian,hauWotcgCNFFfWGqhheMHUoRg,Male,GHA8565129307,5605940,0,Tema,7204655861,Fidelity Bank,Michael Daniel,3664132101012133264,Vodafone,4844878627,8000,false,39,UNZZSHFBffCoTdXVjHTMssQeo,5,88,53,49,2500,5500,99.357964,12
